댐코드,댐이름,유입량성능등급,입력변수세트,방류량모델,유입량예측모델,학습행수,평가행수,전체_기준선_MAE,전체_모델_MAE,전체_개선율(%),전체_모델_R2
4104610,주암(조)댐,양호,기본변수,RandomForest,GradientBoosting,17472,8760,6.73137100456621,4.296992367855419,36.164677820602,0.5743816030510811
2015110,합천댐,우수,예측유입량포함,GradientBoosting,RandomForest,17381,8695,19.741426106958023,13.051077640507282,33.88989442911966,0.5103312026898257
3008110,대청댐,양호,기본변수,XGBoost,GradientBoosting,17443,8369,41.12401899868562,36.35131652630733,11.605632398260571,0.396934461215691
2002110,임하댐,양호,예측유입량포함,XGBoost,GradientBoosting,17303,8760,9.903031392694064,9.726680406014667,1.7807778213194176,0.1509334194058218
2018110,남강댐,우수,기본변수,GradientBoosting,GradientBoosting,16983,8578,11.033608650034973,12.284229637531665,-11.334650585896268,0.8973786940961641
