dam_name,target,model,train_rows,test_rows,target_mean,target_max,baseline_MAE,baseline_RMSE,baseline_R2,MAE,RMSE,R2
남강댐,유입량,GradientBoosting,17050,8596,42.18448522568636,921.332,23.043660539785947,34.56452583217738,0.6570305981895774,14.732617470152167,25.433835210347326,0.8142974466245841
남강댐,유입량,RandomForest,17050,8596,42.18448522568636,921.332,23.043660539785947,34.56452583217738,0.6570305981895774,14.812430027481868,25.740361503356258,0.8097943326792615
임하댐,유입량,GradientBoosting,17303,8760,14.994960730593608,747.933,9.149465296803651,21.52094098516043,0.777103528059723,8.095891105450404,18.15662363308437,0.8413460593049167
임하댐,유입량,RandomForest,17303,8760,14.994960730593608,747.933,9.149465296803651,21.52094098516043,0.777103528059723,8.86078586056711,18.375905342641055,0.8374907180369048
