train_scope,eval_scope,model,eval_rows,target_mean,target_max,baseline_MAE,baseline_RMSE,baseline_R2,MAE,RMSE,R2
2023_2024_강우장마철학습,2025_전체,XGBoost,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,3.716266213795028,26.988122772640143,-0.6357923904379335
2023_2024_강우장마철학습,2025_강우일,XGBoost,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,10.651906860119025,50.80788784425069,-0.7541301370714584
2023_2024_강우장마철학습,2025_강한강우,XGBoost,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,15.66933215840257,62.21323141967294,-0.6823612494297406
2023_2024_강우장마철학습,2025_장마철,XGBoost,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,8.40485565141307,45.895804559675064,-0.7328887615882602
2023_2024_강우장마철학습,2025_유입량증가상위5퍼센트,XGBoost,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,16.897416859035545,56.579154272610744,0.4636028618079576
2023_2024_강우장마철학습,2025_유입량상위5퍼센트,XGBoost,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,51.285113389869004,121.38932682632452,-1.4899712751319876
2023_2024_강우장마철학습,2025_강한강우_그리고_유입량증가상위5퍼센트,XGBoost,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,28.941665138501932,76.62479810548435,0.41129429899282044
2023_2024_강우장마철학습,2025_전체,MLP,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,3.3204712144861355,12.724837195078026,0.6363468964209866
2023_2024_강우장마철학습,2025_강우일,MLP,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,7.778055145019365,23.72937126872396,0.617376191096417
2023_2024_강우장마철학습,2025_강한강우,MLP,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,11.090958284830736,30.044968020651286,0.6076287035969339
2023_2024_강우장마철학습,2025_장마철,MLP,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,6.071888756281205,21.257688075388188,0.6282450410118723
2023_2024_강우장마철학습,2025_유입량증가상위5퍼센트,MLP,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,17.877363832354746,46.20144447791289,0.6423282357144657
2023_2024_강우장마철학습,2025_유입량상위5퍼센트,MLP,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,27.89319475002292,55.40248247675072,0.48132922126073263
2023_2024_강우장마철학습,2025_강한강우_그리고_유입량증가상위5퍼센트,MLP,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,29.094885648309877,62.43340317782465,0.6091648889410641
2023_2024_유입량증가상위5퍼센트학습,2025_전체,Ridge,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,10.3229270600047,27.71164727614276,-0.7246759776471661
2023_2024_유입량증가상위5퍼센트학습,2025_강우일,Ridge,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,18.35693391230343,50.14205478506449,-0.7084559360589009
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우,Ridge,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,24.593694207785802,62.975285225878835,-0.7238283688384965
2023_2024_유입량증가상위5퍼센트학습,2025_장마철,Ridge,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,16.708930090411474,45.699242894164136,-0.7180773815471919
2023_2024_유입량증가상위5퍼센트학습,2025_유입량증가상위5퍼센트,Ridge,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,18.196763591916227,48.2163633661229,0.6104506787754556
2023_2024_유입량증가상위5퍼센트학습,2025_유입량상위5퍼센트,Ridge,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,65.82640361989287,117.6650840733713,-1.3395296300531379
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우_그리고_유입량증가상위5퍼센트,Ridge,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,30.561466339422875,65.21935336951859,0.5735063864890985
2023_2024_유입량증가상위5퍼센트학습,2025_전체,RandomForest,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,10.356166179326996,30.431135203662315,-1.0797883273614537
2023_2024_유입량증가상위5퍼센트학습,2025_강우일,RandomForest,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,22.331692086959084,55.07077365526613,-1.060828649693089
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우,RandomForest,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,30.520542612230223,66.89131014772633,-0.9448814838973516
2023_2024_유입량증가상위5퍼센트학습,2025_장마철,RandomForest,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,17.842156204172213,48.06659799823053,-0.9006908351781882
2023_2024_유입량증가상위5퍼센트학습,2025_유입량증가상위5퍼센트,RandomForest,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,15.376195243806954,45.4392148391162,0.654032593424825
2023_2024_유입량증가상위5퍼센트학습,2025_유입량상위5퍼센트,RandomForest,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,97.42449464712683,133.24046155456378,-1.9998917792269828
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우_그리고_유입량증가상위5퍼센트,RandomForest,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,26.82721559119983,61.51517270821689,0.6205766533223115
2023_2024_유입량증가상위5퍼센트학습,2025_전체,ExtraTrees,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,9.19033500954034,26.439375893257086,-0.5699478554505311
2023_2024_유입량증가상위5퍼센트학습,2025_강우일,ExtraTrees,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,19.55010256670145,48.79015119353748,-0.6175728757096421
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우,ExtraTrees,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,26.88094059350324,59.93472543760521,-0.5613877852065121
2023_2024_유입량증가상위5퍼센트학습,2025_장마철,ExtraTrees,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,15.832836998780374,43.34156071997029,-0.5453747158455566
2023_2024_유입량증가상위5퍼센트학습,2025_유입량증가상위5퍼센트,ExtraTrees,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,15.339070241060195,48.53738171683704,0.6052462724895251
2023_2024_유입량증가상위5퍼센트학습,2025_유입량상위5퍼센트,ExtraTrees,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,79.74667512251305,115.62625025662673,-1.2591559661616487
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우_그리고_유입량증가상위5퍼센트,ExtraTrees,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,27.106187711056105,65.75498973096562,0.5664721683001221
2023_2024_유입량증가상위5퍼센트학습,2025_전체,GradientBoosting,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,10.161286714473057,32.191594247837024,-1.3273826875549397
2023_2024_유입량증가상위5퍼센트학습,2025_강우일,GradientBoosting,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,22.04170990453394,58.51470007385714,-1.3266416304824968
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우,GradientBoosting,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,30.4767945107683,71.73757005056129,-1.236902530967979
2023_2024_유입량증가상위5퍼센트학습,2025_장마철,GradientBoosting,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,17.789648150886908,50.49841196707645,-1.0978776306039615
2023_2024_유입량증가상위5퍼센트학습,2025_유입량증가상위5퍼센트,GradientBoosting,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,16.472856349288666,52.16660148215641,0.5440065145506594
2023_2024_유입량증가상위5퍼센트학습,2025_유입량상위5퍼센트,GradientBoosting,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,95.75421320797972,140.75025597890988,-2.3475858056529004
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우_그리고_유입량증가상위5퍼센트,GradientBoosting,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,28.782410782241257,70.6658905498666,0.4992981132576081
2023_2024_유입량증가상위5퍼센트학습,2025_전체,XGBoost,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,10.515786651563051,39.908446712362824,-2.5769467832332174
