target,model,train_rows,test_rows,target_mean,target_max,baseline_MAE,baseline_RMSE,baseline_R2,MAE,RMSE,R2
유입량,HistGradientBoosting,349495,174595,14.880703754403047,49802.508,11.409248220166674,173.36031322019304,-0.7315748981393635,10.382491470671127,125.22022054847828,0.09657762148018179
