obsrdt,inflowqy,target_inflow_3h,pred_inflow_GradientBoosting,pred_inflow_RandomForest,dam_name,dam_code
2025-01-10 05:00:00,57.72,0.0,20.275045644505354,14.681745625,남강댐,2018110
2025-01-10 06:00:00,0.0,50.168,43.42540333997654,53.944807708333315,남강댐,2018110
2025-01-10 07:00:00,57.597,0.0,15.366347285922341,6.510034657738096,남강댐,2018110
2025-01-10 08:00:00,0.0,52.664,41.14061100347426,57.330643586309506,남강댐,2018110
2025-01-10 09:00:00,50.168,0.0,15.228992353154911,12.485483616071427,남강댐,2018110
2025-01-10 10:00:00,0.0,45.421,36.47095223033662,39.527614211309526,남강댐,2018110
2025-01-10 11:00:00,52.664,10.695,15.228992353154911,12.855122544642857,남강댐,2018110
2025-01-10 12:00:00,0.0,44.821,35.35760074517462,39.17780663690475,남강댐,2018110
2025-01-10 13:00:00,45.421,0.0,18.011826383334817,18.295576592261906,남강댐,2018110
2025-01-10 14:00:00,10.695,38.746,35.66262418109997,42.23452147321425,남강댐,2018110
2025-01-10 15:00:00,44.821,0.0,21.15793680194656,21.07363747023809,남강댐,2018110
2025-01-10 16:00:00,0.0,19.725,37.005510214860806,38.29677022321429,남강댐,2018110
2025-01-10 17:00:00,38.746,0.0,17.823033480896715,18.98439705357142,남강댐,2018110
2025-01-10 18:00:00,0.0,27.28,31.72806747519646,29.04391354166666,남강댐,2018110
2025-01-10 19:00:00,19.725,0.0,17.170392606511555,16.569041001984125,남강댐,2018110
2025-01-10 20:00:00,0.0,19.688,24.668716738540184,33.46225875000001,남강댐,2018110
2025-01-10 21:00:00,27.28,0.0,14.576320314725569,12.518617440476191,남강댐,2018110
2025-01-10 22:00:00,0.0,25.879,21.212101776395315,28.634911941287875,남강댐,2018110
2025-01-10 23:00:00,19.688,4.608,14.327635614772761,9.695399890873016,남강댐,2018110
2025-01-11 00:00:00,0.0,34.904,19.998568142467427,25.08860683712122,남강댐,2018110
2025-01-11 01:00:00,25.879,4.491,14.327635614772761,10.32623853174603,남강댐,2018110
2025-01-11 02:00:00,4.608,12.203,20.963417076442507,23.589402589285715,남강댐,2018110
2025-01-11 03:00:00,34.904,4.619,15.940589133076191,9.789198680555552,남강댐,2018110
2025-01-11 04:00:00,4.491,12.232,22.437453042608116,28.4014750297619,남강댐,2018110
2025-01-11 05:00:00,12.203,27.472,15.646607263678105,17.702708244047617,남강댐,2018110
2025-01-11 06:00:00,4.619,10.137,21.411611429400203,24.566437604166673,남강댐,2018110
2025-01-11 07:00:00,12.232,14.729,14.285849967348682,14.544064642857142,남강댐,2018110
2025-01-11 08:00:00,27.472,0.02,16.416467488724464,22.737818789682542,남강댐,2018110
2025-01-11 09:00:00,10.137,23.02,17.215669508972177,15.662634538690472,남강댐,2018110
2025-01-11 10:00:00,14.729,0.268,15.2403072206977,20.395561666666666,남강댐,2018110
2025-01-11 11:00:00,0.02,21.904,17.30453690732936,22.158445714285723,남강댐,2018110
2025-01-11 12:00:00,23.02,4.865,12.853639860422222,15.61922782738095,남강댐,2018110
2025-01-11 13:00:00,0.268,20.048,17.889012361583976,15.642876979166669,남강댐,2018110
2025-01-11 14:00:00,21.904,0.0,12.855075096640062,17.072433928571428,남강댐,2018110
2025-01-11 15:00:00,4.865,50.264,14.84931311104166,14.285913541666668,남강댐,2018110
2025-01-11 16:00:00,20.048,0.0,13.549874041663237,17.13921999999999,남강댐,2018110
2025-01-11 17:00:00,0.0,50.26,14.467410681787586,12.634177827380956,남강댐,2018110
2025-01-11 18:00:00,50.264,0.0,11.937840289584345,6.918065446428573,남강댐,2018110
2025-01-11 19:00:00,0.0,27.388,23.375150135092348,28.211421964285712,남강댐,2018110
2025-01-11 20:00:00,50.26,4.799,11.344074434103975,6.792454523809527,남강댐,2018110
2025-01-11 21:00:00,0.0,42.715,29.65536922342457,37.74947961309525,남강댐,2018110
2025-01-11 22:00:00,27.388,0.0,12.388206970742745,6.8054922470238095,남강댐,2018110
2025-01-11 23:00:00,4.799,57.785,22.601248253532084,23.813200456349207,남강댐,2018110
2025-01-12 00:00:00,42.715,0.0,14.001160489046173,8.546670238095237,남강댐,2018110
2025-01-12 01:00:00,0.0,42.421,23.642147793549317,33.968107703373015,남강댐,2018110
2025-01-12 02:00:00,57.785,0.0,11.628763912406482,4.806393049242425,남강댐,2018110
2025-01-12 03:00:00,0.0,34.327,30.93238254092471,30.682551259920633,남강댐,2018110
