dam_name,target,feature_set,model,train_rows,test_rows,target_mean,target_max,baseline_MAE,baseline_RMSE,baseline_R2,MAE,RMSE,R2
남강댐,방류량,기본피처,GradientBoosting,17126,8623,47.304928331207236,505.385,10.978604545981675,24.948510403642608,0.8887029124139478,13.650949974603007,24.103354218272013,0.8961157938571159
남강댐,방류량,기본피처,RandomForest,17126,8623,47.304928331207236,505.385,10.978604545981675,24.948510403642608,0.8887029124139478,14.357029439240202,28.967930214547522,0.8499522490349909
남강댐,방류량,실제미래유입량참고,GradientBoosting,17126,8623,47.304928331207236,505.385,10.978604545981675,24.948510403642608,0.8887029124139478,13.601024421007454,24.031844103037702,0.8967312892443267
남강댐,방류량,실제미래유입량참고,RandomForest,17126,8623,47.304928331207236,505.385,10.978604545981675,24.948510403642608,0.8887029124139478,14.35515927637382,29.138482169993352,0.8481802016769787
임하댐,방류량,기본피처,GradientBoosting,17388,8760,11.235149543378995,114.196,9.903031392694063,21.117635757656124,-0.6570977962788727,10.379999178705898,15.571987552165417,0.09895673262387805
임하댐,방류량,기본피처,RandomForest,17388,8760,11.235149543378995,114.196,9.903031392694063,21.117635757656124,-0.6570977962788727,10.741620726526255,17.1324444509039,-0.0906771507017694
임하댐,방류량,실제미래유입량참고,GradientBoosting,17388,8760,11.235149543378995,114.196,9.903031392694063,21.117635757656124,-0.6570977962788727,10.699801879473032,15.231802005220812,0.13789508367970338
임하댐,방류량,실제미래유입량참고,RandomForest,17388,8760,11.235149543378995,114.196,9.903031392694063,21.117635757656124,-0.6570977962788727,10.323191584332005,16.121894506758235,0.0341944422075815
