댐코드,댐이름,유입량성능등급,입력변수세트,방류량모델,유입량예측모델,학습행수,평가행수,전체_기준선_MAE,전체_모델_MAE,전체_개선율(%),전체_모델_R2
3303110,부안댐,부진,예측유입량포함,XGBoost,XGBoost,17472,8760,0.07897397260273971,0.0953059140809867,-20.68015694284627,0.973499902053691
4001110,섬진강댐,우수,기본변수,GradientBoosting,GradientBoosting,17353,8664,1.1480491689750694,1.8958229161018876,-65.13429627708364,0.932597591353901
4001110,섬진강댐,우수,기본변수,RandomForest,GradientBoosting,17353,8664,1.1480491689750694,3.2422828756897975,-182.41672598259646,0.9094079577172095
4001110,섬진강댐,우수,기본변수,XGBoost,GradientBoosting,17353,8664,1.1480491689750694,2.09303666767167,-82.31245875472793,0.9197025860917976
4001110,섬진강댐,우수,예측유입량포함,GradientBoosting,GradientBoosting,17353,8664,1.1480491689750694,1.8450796808434184,-60.71434314007901,0.9364026513920641
4001110,섬진강댐,우수,예측유입량포함,RandomForest,GradientBoosting,17353,8664,1.1480491689750694,3.25208887474433,-183.2708705017974,0.9072006501747728
4001110,섬진강댐,우수,예측유입량포함,XGBoost,GradientBoosting,17353,8664,1.1480491689750694,2.057151406890908,-79.18669883515939,0.9255223985287361
4007110,주암(본)댐,부진,기본변수,GradientBoosting,XGBoost,17319,8695,2.549970327774583,4.698672132372567,-84.26379637417996,0.8630942233202223
4007110,주암(본)댐,부진,기본변수,RandomForest,XGBoost,17319,8695,2.549970327774583,5.182648290312882,-103.24347439900983,0.8662535784726267
4007110,주암(본)댐,부진,기본변수,XGBoost,XGBoost,17319,8695,2.549970327774583,4.481189921934074,-75.73498299664175,0.8838385405267141
4007110,주암(본)댐,부진,예측유입량포함,GradientBoosting,XGBoost,17319,8695,2.549970327774583,4.692242992423374,-84.01167030513648,0.8626067907974
4007110,주암(본)댐,부진,예측유입량포함,RandomForest,XGBoost,17319,8695,2.549970327774583,5.199572476467369,-103.90717569663464,0.8624367238593265
4007110,주암(본)댐,부진,예측유입량포함,XGBoost,XGBoost,17319,8695,2.549970327774583,4.62177623014313,-81.24823570698797,0.878278095739789
