댐코드,댐이름,입력변수세트,방류량_모델,고방류_기준값,고방류_건수,고방류_기준선_MAE,고방류_모델_MAE,고방류_개선율(%),방류변화_건수,방류변화_기준선_MAE,방류변화_모델_MAE,방류변화_개선율(%)
2018110,남강댐,기본변수,GradientBoosting,105.2806,561,10.32166844919786,30.66127314045487,-197.05733420295712,2211,41.74720759837178,26.725669986417458,35.98213743172655
4001110,섬진강댐,예측유입량포함,GradientBoosting,39.4936,437,7.472762013729977,13.574847576800744,-81.65769968131174,522,16.350726053639846,17.12466796171865,-4.733379456911127
3001110,용담댐,예측유입량포함,XGBoost,27.491,1371,1.2306812545587165,5.044585622825038,-309.9018819161154,486,10.163386831275721,7.247694613484199,28.688194852714677
2015110,합천댐,기본변수,XGBoost,48.485,495,12.631664646464644,12.16746264966907,3.6749075421781097,4282,39.8627564222326,15.468265043318537,61.19619807652978
