댐코드,댐이름,입력변수세트,방류량모델,유입량예측모델,평가구간,평가건수,기준선,기준선_MAE,모델_MAE,개선율(%)
1006110,횡성댐,기본변수,RandomForest,XGBoost,유입량급증,876,최근3시간평균,0.4878192541856928,1.9802833696521644,-305.94612710763397
1006110,횡성댐,기본변수,RandomForest,XGBoost,유입량급증,876,최근6시간평균,0.6001491628614914,1.9802833696521644,-229.9651973536443
1006110,횡성댐,기본변수,RandomForest,XGBoost,유입량급증,876,최근3시간변화량반영,0.567420091324201,1.9802833696521644,-248.99775315159053
1006110,횡성댐,기본변수,RandomForest,XGBoost,방류량변화,25,현재방류량유지,29.57348,23.741439276190476,19.7205087930454
1006110,횡성댐,기본변수,RandomForest,XGBoost,방류량변화,25,최근3시간평균,31.25848,23.741439276190476,24.048004649648743
1006110,횡성댐,기본변수,RandomForest,XGBoost,방류량변화,25,최근6시간평균,31.800279999999997,23.741439276190476,25.34204328958588
1006110,횡성댐,기본변수,RandomForest,XGBoost,방류량변화,25,최근3시간변화량반영,29.861159999999998,23.741439276190476,20.493914917603746
1006110,횡성댐,기본변수,XGBoost,XGBoost,전체,8760,현재방류량유지,0.20856198630136985,0.7590616939554475,-263.9501653281204
1006110,횡성댐,기본변수,XGBoost,XGBoost,전체,8760,최근3시간평균,0.2452250761035007,0.7590616939554475,-209.5367349932333
1006110,횡성댐,기본변수,XGBoost,XGBoost,전체,8760,최근6시간평균,0.2983392123287673,0.7590616939554475,-154.42907354698247
1006110,횡성댐,기본변수,XGBoost,XGBoost,전체,8760,최근3시간변화량반영,0.3395570776255708,0.7590616939554475,-123.54465389540901
1006110,횡성댐,기본변수,XGBoost,XGBoost,강우발생,698,현재방류량유지,0.7021031518624642,2.658785903843221,-278.68878622610913
1006110,횡성댐,기본변수,XGBoost,XGBoost,강우발생,698,최근3시간평균,0.885184336198663,2.658785903843221,-200.3652228259162
1006110,횡성댐,기본변수,XGBoost,XGBoost,강우발생,698,최근6시간평균,1.0917504775549187,2.658785903843221,-143.53421028931726
1006110,횡성댐,기본변수,XGBoost,XGBoost,강우발생,698,최근3시간변화량반영,1.0789885386819484,2.658785903843221,-146.41465673871693
1006110,횡성댐,기본변수,XGBoost,XGBoost,최근24시간누적강우,2699,현재방류량유지,0.3337110040755835,1.4755538085723372,-342.1651640346068
1006110,횡성댐,기본변수,XGBoost,XGBoost,최근24시간누적강우,2699,최근3시간평균,0.4059039150302582,1.4755538085723372,-263.52293090406425
1006110,횡성댐,기본변수,XGBoost,XGBoost,최근24시간누적강우,2699,최근6시간평균,0.5249260219834507,1.4755538085723372,-181.09747788781877
1006110,횡성댐,기본변수,XGBoost,XGBoost,최근24시간누적강우,2699,최근3시간변화량반영,0.5521144868469804,1.4755538085723372,-167.25504288049768
1006110,횡성댐,기본변수,XGBoost,XGBoost,유입량급증,876,현재방류량유지,0.37319634703196347,1.5471925446573456,-314.5786948243713
